/projectnb/ivc-ml/mqraitem/.conda/envs/geo/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:62: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
  warnings.warn(
iteration started
 14%|█▎        | 150/1106 [02:04<09:35,  1.66it/s]
Epoch: 0, iteration: 0, loss: 23.97970962524414

Epoch: 0, iteration: 10, loss: 11.048320770263672

Epoch: 0, iteration: 20, loss: 26.486881256103516

Epoch: 0, iteration: 30, loss: 11.394567489624023

Epoch: 0, iteration: 40, loss: 11.835492134094238

Epoch: 0, iteration: 50, loss: 12.867616653442383

Epoch: 0, iteration: 60, loss: 14.712047576904297

Epoch: 0, iteration: 70, loss: 9.457071304321289

Epoch: 0, iteration: 80, loss: 13.057793617248535

Epoch: 0, iteration: 90, loss: 17.44939422607422

Epoch: 0, iteration: 100, loss: 8.490679740905762

Epoch: 0, iteration: 110, loss: 10.136075019836426

Epoch: 0, iteration: 120, loss: 11.129009246826172

Epoch: 0, iteration: 130, loss: 8.013975143432617

Epoch: 0, iteration: 140, loss: 6.1580634117126465

Epoch: 0, iteration: 150, loss: 14.775465965270996

Epoch: 0, iteration: 160, loss: 6.138022422790527

Epoch: 0, iteration: 170, loss: 3.7187559604644775

Epoch: 0, iteration: 180, loss: 23.083707809448242

Epoch: 0, iteration: 190, loss: 18.07306671142578

Epoch: 0, iteration: 200, loss: 16.803396224975586

Epoch: 0, iteration: 210, loss: 6.824826240539551

Epoch: 0, iteration: 220, loss: 7.88388729095459

Epoch: 0, iteration: 230, loss: 5.43061637878418

Epoch: 0, iteration: 240, loss: 14.281061172485352

Epoch: 0, iteration: 250, loss: 2.5186142921447754

Epoch: 0, iteration: 260, loss: 5.937384128570557

Epoch: 0, iteration: 270, loss: 11.960199356079102

Epoch: 0, iteration: 280, loss: 7.927750587463379

Epoch: 0, iteration: 290, loss: 27.356708526611328

Epoch: 0, iteration: 300, loss: 5.971872806549072

Epoch: 0, iteration: 310, loss: 10.147111892700195

Epoch: 0, iteration: 320, loss: 10.78311824798584

Epoch: 0, iteration: 330, loss: 6.700207233428955

Epoch: 0, iteration: 340, loss: 9.803383827209473

Epoch: 0, iteration: 350, loss: 4.353701114654541

Epoch: 0, iteration: 360, loss: 10.377218246459961

Epoch: 0, iteration: 370, loss: 2.7922427654266357

Epoch: 0, iteration: 380, loss: 7.045207977294922

Epoch: 0, iteration: 390, loss: 7.677628040313721

Epoch: 0, iteration: 400, loss: 3.6650586128234863

Epoch: 0, iteration: 410, loss: 8.562751770019531

Epoch: 0, iteration: 420, loss: 7.245229721069336

Epoch: 0, iteration: 430, loss: 3.7545742988586426

Epoch: 0, iteration: 440, loss: 19.617874145507812

Epoch: 0, iteration: 450, loss: 6.465564250946045

Epoch: 0, iteration: 460, loss: 5.057210445404053

Epoch: 0, iteration: 470, loss: 7.435878753662109

Epoch: 0, iteration: 480, loss: 11.946556091308594

Epoch: 0, iteration: 490, loss: 4.301121711730957

Epoch: 0, iteration: 500, loss: 8.161173820495605

Epoch: 0, iteration: 510, loss: 2.6151199340820312

Epoch: 0, iteration: 520, loss: 9.106825828552246

Epoch: 0, iteration: 530, loss: 19.66301155090332

Epoch: 0, iteration: 540, loss: 9.520405769348145

Epoch: 0, iteration: 550, loss: 4.6340789794921875

Epoch: 0, iteration: 560, loss: 10.069528579711914

Epoch: 0, iteration: 570, loss: 10.122332572937012

Epoch: 0, iteration: 580, loss: 9.7736234664917

Epoch: 0, iteration: 590, loss: 6.633379936218262

Epoch: 0, iteration: 600, loss: 6.596790313720703

Epoch: 0, iteration: 610, loss: 9.574830055236816

Epoch: 0, iteration: 620, loss: 8.740321159362793

Epoch: 0, iteration: 630, loss: 6.85355281829834

Epoch: 0, iteration: 640, loss: 3.3976621627807617

Epoch: 0, iteration: 650, loss: 4.3501296043396

Epoch: 0, iteration: 660, loss: 2.8628525733947754

Epoch: 0, iteration: 670, loss: 5.051843166351318

Epoch: 0, iteration: 680, loss: 4.22003698348999

Epoch: 0, iteration: 690, loss: 7.65108585357666

Epoch: 0, iteration: 700, loss: 5.7168474197387695

Epoch: 0, iteration: 710, loss: 4.704607009887695

Epoch: 0, iteration: 720, loss: 8.480632781982422

Epoch: 0, iteration: 730, loss: 4.0850653648376465

Epoch: 0, iteration: 740, loss: 1.9968489408493042

Epoch: 0, iteration: 750, loss: 4.587698936462402

Epoch: 0, iteration: 760, loss: 17.499889373779297

Epoch: 0, iteration: 770, loss: 14.540167808532715

Epoch: 0, iteration: 780, loss: 9.095993041992188

Epoch: 0, iteration: 790, loss: 3.765803337097168

Epoch: 0, iteration: 800, loss: 5.33033561706543

Epoch: 0, iteration: 810, loss: 9.293638229370117

Epoch: 0, iteration: 820, loss: 3.8195641040802

Epoch: 0, iteration: 830, loss: 9.488030433654785

Epoch: 0, iteration: 840, loss: 4.936882972717285

Epoch: 0, iteration: 850, loss: 4.473103046417236

Epoch: 0, iteration: 860, loss: 5.497404098510742

Epoch: 0, iteration: 870, loss: 2.7719030380249023

Epoch: 0, iteration: 880, loss: 9.004117012023926

Epoch: 0, iteration: 890, loss: 6.290398597717285

Epoch: 0, iteration: 900, loss: 5.951321125030518

Epoch: 0, iteration: 910, loss: 1.9977810382843018

Epoch: 0, iteration: 920, loss: 2.9867517948150635

Epoch: 0, iteration: 930, loss: 6.837477207183838

Epoch: 0, iteration: 940, loss: 2.9655258655548096

Epoch: 0, iteration: 950, loss: 3.23116397857666

Epoch: 0, iteration: 960, loss: 5.06857967376709

Epoch: 0, iteration: 970, loss: 10.415467262268066

Epoch: 0, iteration: 980, loss: 6.533793926239014

Epoch: 0, iteration: 990, loss: 5.819822311401367

Epoch: 0, iteration: 1000, loss: 2.7915828227996826

Epoch: 0, iteration: 1010, loss: 6.559018135070801

Epoch: 0, iteration: 1020, loss: 6.872765064239502

Epoch: 0, iteration: 1030, loss: 2.8921737670898438

Epoch: 0, iteration: 1040, loss: 4.553648948669434

Epoch: 0, iteration: 1050, loss: 6.823070526123047

Epoch: 0, iteration: 1060, loss: 2.7648510932922363

Epoch: 0, iteration: 1070, loss: 2.71480655670166

Epoch: 0, iteration: 1080, loss: 7.325956344604492

Epoch: 0, iteration: 1090, loss: 2.374558925628662

Epoch: 0, iteration: 1100, loss: 3.341275930404663

100%|██████████| 158/158 [01:18<00:00,  2.02it/s]
100%|██████████| 105/105 [00:00<00:00, 300.84it/s]
====================================================================================================
Epoch: 0, val_loss: 4.384626014648922
 acc_val_0: 0.3931750369446605
 acc_val_1: 0.8740381640624832
 acc_val_2: 1.289734294758474
 acc_val_3: 2.283742157909358

====================================================================================================
Checkpoint saved at /usr4/cs505/mqraitem/ivc-ml/geo/Prithvi-data-distance/Northeast/regression_freeze-False_modelsize-300m_loadcheckpoint-True/learningrate-1e-05_freeze-False_classweights-False_model_size-300m_load_checkpoint-True.pth
iteration started
 14%|█▎        | 150/1106 [01:13<07:44,  2.06it/s]
Epoch: 1, iteration: 0, loss: 17.604251861572266

Epoch: 1, iteration: 10, loss: 4.632584095001221

Epoch: 1, iteration: 20, loss: 9.363992691040039

Epoch: 1, iteration: 30, loss: 3.346406936645508

Epoch: 1, iteration: 40, loss: 5.929451942443848

Epoch: 1, iteration: 50, loss: 2.33597731590271

Epoch: 1, iteration: 60, loss: 3.106337308883667

Epoch: 1, iteration: 70, loss: 3.5689167976379395

Epoch: 1, iteration: 80, loss: 4.6957688331604

Epoch: 1, iteration: 90, loss: 7.676081657409668

Epoch: 1, iteration: 100, loss: 2.220698595046997

Epoch: 1, iteration: 110, loss: 4.736358165740967

Epoch: 1, iteration: 120, loss: 1.090510368347168

Epoch: 1, iteration: 130, loss: 1.7948483228683472

Epoch: 1, iteration: 140, loss: 2.764615058898926

Epoch: 1, iteration: 150, loss: 8.448515892028809

Epoch: 1, iteration: 160, loss: 3.3011984825134277

Epoch: 1, iteration: 170, loss: 2.109835147857666

Epoch: 1, iteration: 180, loss: 4.392582416534424

Epoch: 1, iteration: 190, loss: 3.943653106689453

Epoch: 1, iteration: 200, loss: 2.691720962524414

Epoch: 1, iteration: 210, loss: 3.09848690032959

Epoch: 1, iteration: 220, loss: 1.944744348526001

Epoch: 1, iteration: 230, loss: 3.618356466293335

Epoch: 1, iteration: 240, loss: 4.070868968963623

Epoch: 1, iteration: 250, loss: 3.082491874694824

Epoch: 1, iteration: 260, loss: 5.587179660797119

Epoch: 1, iteration: 270, loss: 11.481670379638672

Epoch: 1, iteration: 280, loss: 4.033898830413818

Epoch: 1, iteration: 290, loss: 2.6002578735351562

Epoch: 1, iteration: 300, loss: 3.7955315113067627

Epoch: 1, iteration: 310, loss: 2.023226022720337

Epoch: 1, iteration: 320, loss: 4.120110511779785

Epoch: 1, iteration: 330, loss: 3.035764694213867

Epoch: 1, iteration: 340, loss: 2.378413200378418

Epoch: 1, iteration: 350, loss: 2.7819056510925293

Epoch: 1, iteration: 360, loss: 4.024412631988525

Epoch: 1, iteration: 370, loss: 12.651093482971191

Epoch: 1, iteration: 380, loss: 7.343746185302734

Epoch: 1, iteration: 390, loss: 6.823546886444092

Epoch: 1, iteration: 400, loss: 5.693025588989258

Epoch: 1, iteration: 410, loss: 8.610970497131348

Epoch: 1, iteration: 420, loss: 1.7990449666976929

Epoch: 1, iteration: 430, loss: 1.3152369260787964

Epoch: 1, iteration: 440, loss: 3.038266181945801

Epoch: 1, iteration: 450, loss: 1.7493706941604614

Epoch: 1, iteration: 460, loss: 5.120405197143555

Epoch: 1, iteration: 470, loss: 2.2185757160186768

Epoch: 1, iteration: 480, loss: 2.823655843734741

Epoch: 1, iteration: 490, loss: 5.061831951141357

Epoch: 1, iteration: 500, loss: 1.3127169609069824

Epoch: 1, iteration: 510, loss: 3.040066957473755

Epoch: 1, iteration: 520, loss: 1.2620278596878052

Epoch: 1, iteration: 530, loss: 3.290947675704956

Epoch: 1, iteration: 540, loss: 1.2235770225524902

