wandb: 500 encountered ({"errors":[{"message":"An internal error occurred. Please contact support.","path":["upsertBucket"]}],"data":{"upsertBucket":null}}), retrying request
/projectnb/ivc-ml/mqraitem/.conda/envs/geo/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:62: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
  warnings.warn(
iteration started
 14%|█▎        | 150/1106 [02:23<14:28,  1.10it/s]
Epoch: 0, iteration: 0, loss: 19.12254524230957

Epoch: 0, iteration: 10, loss: 7.830291271209717

Epoch: 0, iteration: 20, loss: 16.38681411743164

Epoch: 0, iteration: 30, loss: 5.756848335266113

Epoch: 0, iteration: 40, loss: 13.911959648132324

Epoch: 0, iteration: 50, loss: 8.910896301269531

Epoch: 0, iteration: 60, loss: 9.9932222366333

Epoch: 0, iteration: 70, loss: 4.42471981048584

Epoch: 0, iteration: 80, loss: 8.994078636169434

Epoch: 0, iteration: 90, loss: 7.43593168258667

Epoch: 0, iteration: 100, loss: 7.620636940002441

Epoch: 0, iteration: 110, loss: 4.527359485626221

Epoch: 0, iteration: 120, loss: 2.8286595344543457

Epoch: 0, iteration: 130, loss: 6.282959461212158

Epoch: 0, iteration: 140, loss: 7.419625282287598

Epoch: 0, iteration: 150, loss: 2.8421683311462402

Epoch: 0, iteration: 160, loss: 5.208641052246094

Epoch: 0, iteration: 170, loss: 6.168626308441162

Epoch: 0, iteration: 180, loss: 4.915156841278076

Epoch: 0, iteration: 190, loss: 2.868804454803467

Epoch: 0, iteration: 200, loss: 3.9510507583618164

Epoch: 0, iteration: 210, loss: 4.437114238739014

Epoch: 0, iteration: 220, loss: 4.41862678527832

Epoch: 0, iteration: 230, loss: 3.9375391006469727

Epoch: 0, iteration: 240, loss: 1.7994790077209473

Epoch: 0, iteration: 250, loss: 2.0890939235687256

Epoch: 0, iteration: 260, loss: 1.3784089088439941

Epoch: 0, iteration: 270, loss: 2.4101080894470215

Epoch: 0, iteration: 280, loss: 5.183341979980469

Epoch: 0, iteration: 290, loss: 5.436367034912109

Epoch: 0, iteration: 300, loss: 2.3439362049102783

Epoch: 0, iteration: 310, loss: 1.6130715608596802

Epoch: 0, iteration: 320, loss: 2.2198565006256104

Epoch: 0, iteration: 330, loss: 2.502006769180298

Epoch: 0, iteration: 340, loss: 1.5949324369430542

Epoch: 0, iteration: 350, loss: 1.5897881984710693

Epoch: 0, iteration: 360, loss: 3.112950563430786

Epoch: 0, iteration: 370, loss: 3.920165777206421

Epoch: 0, iteration: 380, loss: 1.8197412490844727

Epoch: 0, iteration: 390, loss: 2.1962969303131104

Epoch: 0, iteration: 400, loss: 3.3350095748901367

Epoch: 0, iteration: 410, loss: 2.0296630859375

Epoch: 0, iteration: 420, loss: 2.013007402420044

Epoch: 0, iteration: 430, loss: 7.472834587097168

Epoch: 0, iteration: 440, loss: 1.1185946464538574

Epoch: 0, iteration: 450, loss: 1.549455165863037

Epoch: 0, iteration: 460, loss: 2.4721055030822754

Epoch: 0, iteration: 470, loss: 1.5528531074523926

Epoch: 0, iteration: 480, loss: 9.691446304321289

Epoch: 0, iteration: 490, loss: 2.0437326431274414

Epoch: 0, iteration: 500, loss: 3.603938579559326

Epoch: 0, iteration: 510, loss: 5.068141460418701

Epoch: 0, iteration: 520, loss: 1.6770830154418945

Epoch: 0, iteration: 530, loss: 1.7382054328918457

Epoch: 0, iteration: 540, loss: 1.7393983602523804

Epoch: 0, iteration: 550, loss: 10.929954528808594

Epoch: 0, iteration: 560, loss: 6.160299301147461

Epoch: 0, iteration: 570, loss: 1.91379714012146

Epoch: 0, iteration: 580, loss: 1.327559471130371

Epoch: 0, iteration: 590, loss: 4.2248125076293945

Epoch: 0, iteration: 600, loss: 1.4446213245391846

Epoch: 0, iteration: 610, loss: 7.584569931030273

Epoch: 0, iteration: 620, loss: 2.5053155422210693

Epoch: 0, iteration: 630, loss: 1.2731729745864868

Epoch: 0, iteration: 640, loss: 4.1245856285095215

Epoch: 0, iteration: 650, loss: 0.7887352108955383

Epoch: 0, iteration: 660, loss: 0.5077136754989624

Epoch: 0, iteration: 670, loss: 2.342381238937378

Epoch: 0, iteration: 680, loss: 3.289360523223877

Epoch: 0, iteration: 690, loss: 1.494837760925293

Epoch: 0, iteration: 700, loss: 3.0240981578826904

Epoch: 0, iteration: 710, loss: 0.8278746604919434

Epoch: 0, iteration: 720, loss: 1.3663336038589478

Epoch: 0, iteration: 730, loss: 1.9194989204406738

